Size:      Time:
    425000 0.0000473535
    426000 0.0000470480
    427000 0.0000473894
    428000 0.0000475061
    429000 0.0000474006
    430000 0.0000474005
    431000 0.0000475695
    432000 0.0000476822
    433000 0.0000476590
    434000 0.0000477688
    435000 0.0000477635
    436000 0.0000478306
    437000 0.0000486191
    438000 0.0000487831
    439000 0.0000481155
    440000 0.0000483067
    441000 0.0000483548
    442000 0.0000482982
    443000 0.0000485972
    444000 0.0000498865
    445000 0.0000494054
    446000 0.0000486287
    447000 0.0000489924
    448000 0.0000488318
    449000 0.0000487675
    450000 0.0000488081
    451000 0.0000490999
    452000 0.0000491603
    453000 0.0000491384
    454000 0.0000491689
    455000 0.0000491131
    456000 0.0000493092
    457000 0.0000494224
    458000 0.0000493847
    459000 0.0000511899
    460000 0.0000511439
    461000 0.0000511663
    462000 0.0000512227
    463000 0.0000513031
    464000 0.0000512819
    465000 0.0000515075
    466000 0.0000515422
    467000 0.0000516871
    468000 0.0000525154
    469000 0.0000518524
    470000 0.0000521331
    471000 0.0000521664
    472000 0.0000523090
    473000 0.0000524851
    474000 0.0000526250
    475000 0.0000536505
    476000 0.0000530308
    477000 0.0000536094
    478000 0.0000531393
    479000 0.0000532092
    480000 0.0000535506
    481000 0.0000536123
    482000 0.0000537275
    483000 0.0000539868
    484000 0.0000542446
    485000 0.0000543814
    486000 0.0000544679
    487000 0.0000543379
    488000 0.0000544766
    489000 0.0000547407
    490000 0.0000548803
    491000 0.0000569393
    492000 0.0000559807
    493000 0.0000560189
    494000 0.0000555401
    495000 0.0000570577
    496000 0.0000568744
    497000 0.0000601435
    498000 0.0000565933
    499000 0.0000572223
    500000 0.0000563769
    501000 0.0000557787
    502000 0.0000559642
    503000 0.0000556892
    504000 0.0000561157
    505000 0.0000561407
    506000 0.0000559370
    507000 0.0000561799
    508000 0.0000560215
    509000 0.0000564207
    510000 0.0000562885
    511000 0.0000561846
    512000 0.0000561755
    513000 0.0000567003
    514000 0.0000564181
    515000 0.0000556481
    516000 0.0000559816
    517000 0.0000563417
    518000 0.0000557063
    519000 0.0000556680
    520000 0.0000560431
    521000 0.0000567745
    522000 0.0000579087
    523000 0.0000559003
    524000 0.0000591028
    525000 0.0000588862
    526000 0.0000585110
    527000 0.0000608720
    528000 0.0000611485
    529000 0.0000598988
    530000 0.0000589755
    531000 0.0000594236
    532000 0.0000584164
    533000 0.0000588444
    534000 0.0000583091
    535000 0.0000583153
    536000 0.0000583173
    537000 0.0000586577
    538000 0.0000586532
    539000 0.0000585498
    540000 0.0000590222
    541000 0.0000585182
    542000 0.0000587000
    543000 0.0000593166
    544000 0.0000594880
    545000 0.0000588840
    546000 0.0000593497
    547000 0.0000593605
    548000 0.0000603888
    549000 0.0000593279
    550000 0.0000594358
    551000 0.0000592921
    552000 0.0000594014
    553000 0.0000599923
    554000 0.0000598921
    555000 0.0000595934
    556000 0.0000596732
    557000 0.0000597592
    558000 0.0000597696
    559000 0.0000600415
    560000 0.0000598534
    561000 0.0000598481
    562000 0.0000601068
    563000 0.0000600118
    564000 0.0000601968
    565000 0.0000606411
    566000 0.0000602382
    567000 0.0000601234
    568000 0.0000602298
    569000 0.0000612373
    570000 0.0000603574
    571000 0.0000606297
    572000 0.0000606520
    573000 0.0000609380
    574000 0.0000618592
    575000 0.0000611891
    576000 0.0000608916
    577000 0.0000609634
    578000 0.0000611241
    579000 0.0000609824
    580000 0.0000612108
    581000 0.0000613557
    582000 0.0000613976
    583000 0.0000613346
    584000 0.0000612794
    585000 0.0000617538
    586000 0.0000615561
    587000 0.0000615641
    588000 0.0000615256
    589000 0.0000622919
    590000 0.0000638228
    591000 0.0000640902
    592000 0.0000647311
    593000 0.0000645695
    594000 0.0000649591
    595000 0.0000670944
    596000 0.0000654380
    597000 0.0000654963
    598000 0.0000658083
    599000 0.0000651674
    600000 0.0000654581
    601000 0.0000660883
    602000 0.0000656378
    603000 0.0000654435
    604000 0.0000654648
    605000 0.0000656125
    606000 0.0000663731
    607000 0.0000664326
    608000 0.0000660001
    609000 0.0000661713
    610000 0.0000661262
    611000 0.0000663797
    612000 0.0000663971
    613000 0.0000664474
    614000 0.0000668498
    615000 0.0000672459
    616000 0.0000674071
    617000 0.0000672265
    618000 0.0000673180
    619000 0.0000673081
    620000 0.0000676817
    621000 0.0000678508
    622000 0.0000679465
    623000 0.0000680412
    624000 0.0000679941
    625000 0.0000682770
    626000 0.0000692428
    627000 0.0000683545
    628000 0.0000687801
    629000 0.0000686634
    630000 0.0000685103
    631000 0.0000686674
    632000 0.0000687530
    633000 0.0000690554
    634000 0.0000686411
    635000 0.0000689314
    636000 0.0000686289
    637000 0.0000736460
    638000 0.0000727383
    639000 0.0000746093
    640000 0.0000713247
    641000 0.0000693100
    642000 0.0000692859
    643000 0.0000695263
    644000 0.0000713856
    645000 0.0000721718
    646000 0.0000708162
    647000 0.0000704433
    648000 0.0000699874
    649000 0.0000699875
    650000 0.0000715857
    651000 0.0000715765
    652000 0.0000699866
    653000 0.0000697682
    654000 0.0000711526
    655000 0.0000720158
    656000 0.0000723620
    657000 0.0000716321
    658000 0.0000707681
    659000 0.0000708417
    660000 0.0000704597
    661000 0.0000710010
    662000 0.0000705954
    663000 0.0000753071
    664000 0.0000752813
    665000 0.0000738622
    666000 0.0000797411
    667000 0.0000767007
    668000 0.0000723292
    669000 0.0000835362
    670000 0.0000738228
    671000 0.0000719279
    672000 0.0000715494
    673000 0.0000714883
    674000 0.0000716910
    675000 0.0000716881
    676000 0.0000745791
    677000 0.0000724414
    678000 0.0000773868
    679000 0.0000750891
    680000 0.0000731705
    681000 0.0000768429
    682000 0.0000756761
    683000 0.0000754030
    684000 0.0000796039
    685000 0.0000774083
    686000 0.0000829166
    687000 0.0000848803
    688000 0.0000749444
    689000 0.0000773805
    690000 0.0000817352
    691000 0.0000773900
    692000 0.0000807629
    693000 0.0000796270
    694000 0.0000766378
    695000 0.0000761335
    696000 0.0000739253
    697000 0.0000742995
    698000 0.0000742554
    699000 0.0000733168
    700000 0.0000732548
    701000 0.0000734685
    702000 0.0000736095
    703000 0.0000733902
    704000 0.0000733397
    705000 0.0000735484
    706000 0.0000737109
    707000 0.0000735991
    708000 0.0000737481
    709000 0.0000740327
    710000 0.0000741160
    711000 0.0000740392
    712000 0.0000740811
    713000 0.0000753433
    714000 0.0000846122
    715000 0.0000797676
    716000 0.0000792500
    717000 0.0000795603
    718000 0.0000778619
    719000 0.0000798312
    720000 0.0000777010
    721000 0.0000788413
    722000 0.0000804061
    723000 0.0000787059
    724000 0.0000787105
    725000 0.0000788779
    726000 0.0000788556
    727000 0.0000792007
    728000 0.0000792348
    729000 0.0000790867
    730000 0.0000793547
    731000 0.0000793131
    732000 0.0000807540
    733000 0.0000811819
    734000 0.0000816967
    735000 0.0000812341
    736000 0.0000811602
    737000 0.0000812658
    738000 0.0000818809
    739000 0.0000833593
    740000 0.0000809502
    741000 0.0000819900
    742000 0.0000809386
    743000 0.0000799023
    744000 0.0000803039
    745000 0.0000801048
    746000 0.0000804617
    747000 0.0000807879
    748000 0.0000821076
    749000 0.0000806706
    750000 0.0000803923
    751000 0.0000811370
    752000 0.0000811451
    753000 0.0000810676
    754000 0.0000846054
    755000 0.0000838885
    756000 0.0000819482
    757000 0.0000817959
    758000 0.0000821406
    759000 0.0000816012
    760000 0.0000820434
    761000 0.0000820852
    762000 0.0000819746
    763000 0.0000827362
    764000 0.0000817996
    765000 0.0000821255
    766000 0.0000825030
    767000 0.0000823372
    768000 0.0000825316
    769000 0.0000826800
    770000 0.0000826690
    771000 0.0000826878
    772000 0.0000830920
    773000 0.0000841303
    774000 0.0000828318
    775000 0.0000829003
    776000 0.0000831403
    777000 0.0000829083
    778000 0.0000831104
    779000 0.0000831801
    780000 0.0000831879
    781000 0.0000831174
    782000 0.0000831725
    783000 0.0000833636
    784000 0.0000835312
    785000 0.0000836419
    786000 0.0000833765
    787000 0.0000836380
    788000 0.0000835228
    789000 0.0000834633
    790000 0.0000842348
    791000 0.0000957419
    792000 0.0000952317
    793000 0.0000839837
    794000 0.0000858202
    795000 0.0000829638
    796000 0.0000847431
    797000 0.0000834569
    798000 0.0000832708
    799000 0.0000831353
    800000 0.0000831898
    801000 0.0000834695
    802000 0.0000836213
    803000 0.0000835892
    804000 0.0000836581
    805000 0.0000837498
    806000 0.0000838670
    807000 0.0000840151
    808000 0.0000837194
    809000 0.0000839115
    810000 0.0000851609
    811000 0.0000840348
    812000 0.0000842773
    813000 0.0000843762
    814000 0.0000841966
    815000 0.0000846372
    816000 0.0000848653
    817000 0.0000856775
    818000 0.0000847890
    819000 0.0000849754
    820000 0.0000850007
    821000 0.0000850338
    822000 0.0000883642
    823000 0.0000865819
    824000 0.0000858675
    825000 0.0000853944
    826000 0.0000854515
    827000 0.0000856025
    828000 0.0000865919
    829000 0.0000855776
    830000 0.0000868758
    831000 0.0000856984
    832000 0.0000859141
    833000 0.0000858427
    834000 0.0000858869
    835000 0.0000860783
    836000 0.0000860901
    837000 0.0000860157
    838000 0.0000861152
    839000 0.0000860322
    840000 0.0000862805
    841000 0.0000863020
    842000 0.0000864693
    843000 0.0000865004
    844000 0.0000864699
    845000 0.0000867166
    846000 0.0000866569
    847000 0.0000867125
    848000 0.0000868962
    849000 0.0000869882
    850000 0.0000871867
    851000 0.0000872061
    852000 0.0000907080
    853000 0.0000904983
    854000 0.0000911679
    855000 0.0000907656
    856000 0.0000908315
    857000 0.0000909232
    858000 0.0000909747
    859000 0.0000908763
    860000 0.0000910040
    861000 0.0000911847
    862000 0.0000910955
    863000 0.0000911822
    864000 0.0000913342
    865000 0.0000915633
    866000 0.0000915322
    867000 0.0000917645
    868000 0.0000916062
    869000 0.0000917800
    870000 0.0000918845
    871000 0.0000920465
    872000 0.0000918175
    873000 0.0000920830
    874000 0.0001062597
    875000 0.0000999340
    876000 0.0001018586
    877000 0.0000939285
    878000 0.0000936985
    879000 0.0000937875
    880000 0.0000941942
    881000 0.0000940248
    882000 0.0000954854
    883000 0.0000946608
    884000 0.0000958868
    885000 0.0000951977
    886000 0.0000945525
    887000 0.0000954391
    888000 0.0000999428
    889000 0.0000967470
    890000 0.0000998670
    891000 0.0000957933
    892000 0.0000953417
    893000 0.0000984371
    894000 0.0000965100
    895000 0.0000955042
    896000 0.0000956578
    897000 0.0000979209
    898000 0.0000986923
    899000 0.0001029311
    900000 0.0001023859
    901000 0.0001027209
    902000 0.0001007594
    903000 0.0001016961
    904000 0.0001000929
    905000 0.0000982733
    906000 0.0000981392
    907000 0.0000994623
    908000 0.0000997721
    909000 0.0000979288
    910000 0.0000971426
    911000 0.0000971815
    912000 0.0000972354
    913000 0.0000968620
    914000 0.0000976371
    915000 0.0000977796
    916000 0.0000998787
    917000 0.0001008974
    918000 0.0001003445
    919000 0.0000980920
    920000 0.0000967670
    921000 0.0000983532
    922000 0.0000969818
    923000 0.0000995968
    924000 0.0001004724
    925000 0.0000980288
    926000 0.0000977225
    927000 0.0000986793
    928000 0.0000978596
    929000 0.0000980506
    930000 0.0001037736
    931000 0.0001011010
    932000 0.0000986461
    933000 0.0000994092
    934000 0.0000987263
    935000 0.0000987366
    936000 0.0000990728
    937000 0.0000989798
    938000 0.0000991199
    939000 0.0000997012
    940000 0.0000995220
    941000 0.0000994814
    942000 0.0001000520
    943000 0.0000998321
    944000 0.0000993197
    945000 0.0000995850
    946000 0.0000992566
    947000 0.0000996345
    948000 0.0000994570
    949000 0.0000999138
    950000 0.0000996457
    951000 0.0000995073
    952000 0.0001000066
    953000 0.0000998147
    954000 0.0001002895
    955000 0.0001001190
    956000 0.0001003812
    957000 0.0001002305
    958000 0.0001004955
    959000 0.0001004386
    960000 0.0001005707
    961000 0.0001006908
    962000 0.0001007521
    963000 0.0001022347
    964000 0.0001007537
    965000 0.0001010979
    966000 0.0001005819
    967000 0.0001009438
    968000 0.0001040468
    969000 0.0001066293
    970000 0.0001020926
    971000 0.0001015908
    972000 0.0001015817
    973000 0.0001019957
    974000 0.0001018650
    975000 0.0001014231
    976000 0.0001020239
    977000 0.0001018664
    978000 0.0001020489
    979000 0.0001020194
    980000 0.0001021665
    981000 0.0001020677
    982000 0.0001036176
    983000 0.0001059685
    984000 0.0001086315
    985000 0.0001066502
    986000 0.0001060198
    987000 0.0001058448
    988000 0.0001060379
    989000 0.0001056685
    990000 0.0001060481
    991000 0.0001066798
    992000 0.0001061464
    993000 0.0001060643
    994000 0.0001063660
    995000 0.0001068729
    996000 0.0001070018
    997000 0.0001086502
    998000 0.0001071676
    999000 0.0001070134
